tweet_id,favorites_count,retweets_count
822462944365645825,31159,16632
822244816520155136,38125,11086
822163064745328640,0,5425
821886076407029760,12359,2633
821813639212650496,0,3750
821765923262631936,9171,1864
821522889702862852,8720,1985
821421320206483457,0,6285
821407182352777218,12834,4903
821153421864615936,276,10
821149554670182400,9523,2265
821107785811234820,10454,2402
821044531881721856,13765,2574
820837357901512704,0,7525
820749716845686786,34371,11196
820690176645140481,13302,3627
820494788566847489,0,636
820446719150292993,0,2906
820314633777061888,3636,636
820078625395449857,21554,7067
820013781606658049,0,1328
819952236453363712,5808,1328
819924195358416896,14022,5454
819711362133872643,14645,3531
819588359383371776,10414,2215
819347104292290561,7865,1352
819238181065359361,2495,453
819227688460238848,25174,7525
819015337530290176,0,41157
819015331746349057,0,21247
819006400881917954,49124,21247
819004803107983360,93974,41157
818646164899774465,0,23447
818627210458333184,24187,8365
818614493328580609,10760,2910
818588835076603904,0,6937
818536468981415936,11912,2790
818307523543449600,0,9145
818259473185828864,11999,2562
818145370475810820,13420,2925
817908911860748288,5270,889
817827839487737858,56621,30531
817777686764523521,11664,3002
817536400337801217,12870,3420
817502432452313088,0,3819
817423860136083457,37414,16948
817415592588222464,6132,1087
817181837579653120,0,9599
817171292965273600,9520,2263
817120970343411712,13243,2951
817056546584727552,9349,1862
816829038950027264,0,5329
816816676327063552,10902,2301
816697700272001025,10697,2481
816450570814898180,33395,9145
816336735214911488,9390,2206
816091915477250048,9739,2428
816062466425819140,0,1179
816014286006976512,0,6005
815990720817401858,5450,1179
815966073409433600,24575,9599
815745968457060357,0,4656
815736392542261248,10736,2557
815639385530101762,8990,1857
815390420867969024,11279,4288
814986499976527872,8335,1464
814638523311648768,12309,3056
814578408554463233,0,6573
814530161257443328,9470,2098
814153002265309185,31425,9820
813944609378369540,0,3644
813910438903693312,10144,2126
813812741911748608,39701,15825
813800681631023104,9132,1999
813217897535406080,20412,8240
813202720496779264,10020,2035
813187593374461952,21697,4931
813172488309972993,10213,2172
813157409116065792,8458,2503
813142292504645637,9196,2663
813130366689148928,4880,500
813127251579564032,12985,3549
813112105746448384,11296,3126
813096984823349248,11501,4088
813081950185472002,10804,3129
813066809284972545,8696,2196
813051746834595840,22907,8265
812781120811126785,8267,2159
812747805718642688,0,7864
812709060537683968,7241,1619
812503143955202048,6660,1385
812466873996607488,8749,2179
812372279581671427,14966,4148
811985624773361665,7960,1590
811744202451197953,8259,1826
811647686436880384,6097,840
811627233043480576,14012,3546
811386762094317568,22864,7233
810984652412424192,5841,1613
810896069567610880,9899,2025
810657578271330305,12001,2986
810284430598270976,38851,12964
810254108431155201,16084,3796
809920764300447744,16949,4405
809808892968534016,0,5557
809448704142938112,7585,1663
809220051211603969,21846,6371
809084759137812480,14452,3962
808838249661788160,11061,3437
808733504066486276,8645,2447
808501579447930884,12365,2929
808344865868283904,46527,23447
808134635716833280,0,6751
808106460588765185,9550,2462
808001312164028416,13784,3996
807621403335917568,15975,4162
807106840509214720,123407,61371
807059379405148160,0,8296
807010152071229440,14276,4315
806629075125202948,82498,39637
806620845233815552,0,6245
806576416489959424,5295,2185
806542213899489280,11183,2690
806242860592926720,0,13246
806219024703037440,7024,1358
805958939288408065,0,6078
805932879469572096,9043,2148
805826884734976000,7203,2073
805823200554876929,0,9125
805520635690676224,6272,1872
805487436403003392,9600,2861
805207613751304193,8521,1920
804738756058218496,15072,4359
804475857670639616,6745,2279
804413760345620481,0,3636
804026241225523202,48900,18366
803773340896923648,11017,3137
803692223237865472,0,8429
803638050916102144,12039,4693
803380650405482500,8480,2106
803321560782307329,0,6051
803276597545603072,11003,2795
802952499103731712,9894,2270
802624713319034886,0,3312
802600418706604034,7806,1662
802572683846291456,9799,2843
802323869084381190,17816,6622
802265048156610565,6948,1540
802247111496568832,Not Found,Not Found
802239329049477120,9942,2947
802185808107208704,0,305
801958328846974976,8461,1930
801854953262350336,1925,264
801538201127157760,8974,2331
801285448605831168,6656,937
801167903437357056,26910,6751
801127390143516673,0,4501
801115127852503040,8852,2361
800859414831898624,760,111
800855607700029440,0,1842
800751577355128832,11511,3132
800513324630806528,14417,3404
800459316964663297,10363,2428
800443802682937345,0,4906
800388270626521089,12230,3166
800188575492947969,0,4454
800141422401830912,16780,2906
800018252395122689,31169,14945
799774291445383169,0,5329
799757965289017345,9224,2446
799422933579902976,8821,2161
799308762079035393,0,6288
799297110730567681,10875,3152
799063482566066176,8878,2788
798933969379225600,14457,5077
798925684722855936,8148,1626
798705661114773508,0,7510
798701998996647937,0,8868
798697898615730177,0,7395
798694562394996736,0,5657
798686750113755136,0,2634
798682547630837760,0,5378
798673117451325440,0,6312
798665375516884993,0,4416
798644042770751489,0,2099
798628517273620480,0,2221
798585098161549313,0,6477
798576900688019456,0,6686
798340744599797760,0,3812
798209839306514432,11372,2885
797971864723324932,12785,3564
797545162159308800,15934,5493
797236660651966464,21952,7517
797165961484890113,254,32
796904159865868288,0,10127
796865951799083009,8414,2148
796759840936919040,13038,3474
796563435802726400,0,8303
796484825502875648,8325,1999
796387464403357696,12106,4723
796177847564038144,0,16232
796149749086875649,35562,16232
796125600683540480,5434,2027
796116448414461957,9965,2745
796080075804475393,9275,2623
796031486298386433,11862,4187
795464331001561088,54727,27026
795400264262053889,11082,3243
795076730285391872,17822,6150
794983741416415232,0,3819
794926597468000259,11287,2626
794355576146903043,0,11683
794332329137291264,10497,2997
794205286408003585,10121,3775
793962221541933056,18504,5557
793845145112371200,10114,2123
793614319594401792,0,3551
793601777308463104,8754,1852
793500921481273345,11746,2707
793286476301799424,27052,10424
793271401113350145,9484,2671
793256262322548741,21944,9436
793241302385262592,11573,3715
793226087023144960,10797,3234
793210959003287553,9813,3200
793195938047070209,16760,6365
793180763617361921,7584,2243
793165685325201412,10328,3154
793150605191548928,6780,1938
793135492858580992,7087,2812
793120401413079041,13940,4415
792913359805018113,15770,4564
792883833364439040,12419,4837
792773781206999040,8063,1909
792394556390137856,14841,4866
792050063153438720,7890,2033
791821351946420224,0,23853
791784077045166082,0,10962
791780927877898241,0,4309
791774931465953280,49508,25205
791672322847637504,12901,3551
791406955684368384,14414,4656
791312159183634433,9657,2873
791026214425268224,0,4679
790987426131050500,10881,2417
790946055508652032,18246,5329
790723298204217344,0,2626
790698755171364864,9008,2155
790581949425475584,22701,8111
790337589677002753,8598,2114
790277117346975746,13799,3644
790227638568808452,0,4061
789986466051088384,10183,2626
789960241177853952,0,4714
789903600034189313,11415,4688
789628658055020548,8287,2015
789599242079838210,7467,2192
789530877013393408,12916,3819
789314372632018944,9454,2609
789280767834746880,0,5601
789268448748703744,10019,2936
789137962068021249,10668,3157
788908386943430656,30059,14055
788765914992902144,30124,11683
788552643979468800,0,8197
788412144018661376,17125,6015
788178268662984705,7951,2414
788150585577050112,6752,1479
788070120937619456,0,3856
788039637453406209,6735,1494
787810552592695296,9527,3453
787717603741622272,11205,3153
787397959788929025,11899,3204
787322443945877504,8560,1976
787111942498508800,0,7587
786963064373534720,29147,9077
786729988674449408,0,2740
786709082849828864,19938,6885
786664955043049472,11715,2909
786595970293370880,10317,3513
786363235746385920,11968,3966
786286427768250368,8768,3247
786233965241827333,16835,5425
786051337297522688,1580,174
786036967502913536,0,7995
785927819176054784,12477,3567
785872687017132033,7328,2065
785639753186217984,8567,2500
785533386513321988,9998,2276
785515384317313025,6684,1434
785264754247995392,7974,1851
785170936622350336,13275,5502
784826020293709826,11131,3636
784517518371221505,9843,2868
784431430411685888,6225,1446
784183165795655680,22079,9125
784057939640352768,32814,12636
783839966405230592,33008,12240
783821107061198850,8066,2219
783695101801398276,11439,3632
783466772167098368,9284,2545
783391753726550016,18525,6238
783347506784731136,0,6347
783334639985389568,32036,13246
783085703974514689,8929,2501
782969140009107456,26448,8296
782747134529531904,8169,1568
782722598790725632,18907,6078
782598640137187329,8546,2126
782305867769217024,18267,6285
782021823840026624,0,7060
781955203444699136,12143,3800
781661882474196992,11433,3055
781655249211752448,4383,1258
781524693396357120,22729,6245
781308096455073793,7808,2873
781251288990355457,9257,2372
781163403222056960,10693,3073
780931614150983680,23691,8303
780858289093574656,7871,2250
780800785462489090,6038,1464
780601303617732608,13248,3750
780543529827336192,6905,1960
780496263422808064,0,4205
780476555013349377,0,133
780459368902959104,5780,1198
780192070812196864,9537,2527
780092040432480260,0,2588
780074436359819264,13413,5642
779834332596887552,20837,7995
779377524342161408,9660,3515
779124354206535695,0,20768
779123168116150273,12918,4107
779056095788752897,16185,5104
778990705243029504,21905,8220
778774459159379968,0,11231
778764940568104960,937,413
778748913645780993,7552,1506
778650543019483137,6319,1685
778624900596654080,5082,1139
778408200802557953,14894,4896
778396591732486144,0,13808
778383385161035776,6393,1241
778286810187399168,11351,3728
778039087836069888,9268,2981
778027034220126208,7177,1833
777953400541634568,0,3966
777885040357281792,6946,1848
777684233540206592,12283,3312
777641927919427584,0,4809
777621514455814149,9563,2809
777189768882946048,15627,4869
776819012571455488,0,15439
776813020089548800,5328,1362
776477788987613185,9684,3152
776249906839351296,0,10340
776218204058357768,32773,17986
776201521193218049,10477,2834
776113305656188928,12835,4906
776088319444877312,2000,170
775898661951791106,0,17415
775842724423557120,12777,3020
775733305207554048,15128,4501
775729183532220416,14100,5162
775364825476165632,8128,3361
775350846108426240,11080,4408
775096608509886464,Not Found,Not Found
775085132600442880,16968,5329
774757898236878852,9310,1985
774639387460112384,7335,1953
774314403806253056,23750,6288
773985732834758656,11717,4364
773922284943896577,6970,1943
773704687002451968,7194,1836
773670353721753600,5816,1456
773547596996571136,24053,6937
773336787167145985,0,5740
773308824254029826,25338,8407
773247561583001600,10215,3598
773191612633579521,10893,4616
772877495989305348,9367,4374
772826264096874500,8696,2607
772615324260794368,0,3787
772581559778025472,7064,1906
772193107915964416,6550,1558
772152991789019136,4109,1263
772117678702071809,4087,821
772114945936949249,2952,527
772102971039580160,4364,1039
771908950375665664,7166,2122
771770456517009408,13107,3812
771500966810099713,9012,2934
771380798096281600,11504,5740
771171053431250945,0,8480
771136648247640064,10023,3272
771102124360998913,6778,1611
771014301343748096,7504,1857
771004394259247104,0,247
770787852854652928,5407,1373
770772759874076672,5657,1583
770743923962707968,0,51103
770655142660169732,7986,1963
770414278348247044,6862,2314
770293558247038976,6789,1671
770093767776997377,0,3417
770069151037685760,8246,2584
769940425801170949,34302,10825
769695466921623552,6969,1868
769335591808995329,0,8620
769212283578875904,5885,1920
768970937022709760,15706,7345
768909767477751808,0,3041
768855141948723200,4582,1004
768609597686943744,4485,1353
768596291618299904,5485,1434
768554158521745409,0,6536
768473857036525572,14829,3843
768193404517830656,11893,3966
767884188863397888,5187,1580
767754930266464257,17474,6051
767500508068192258,8138,2614
767191397493538821,13375,4281
767122157629476866,11022,3194
766864461642756096,0,6349
766793450729734144,5542,1527
766714921925144576,2824,428
766693177336135680,4396,885
766423258543644672,6555,1780
766313316352462849,7365,2112
766078092750233600,0,2900
766069199026450432,4660,978
766008592277377025,4066,558
765719909049503744,7867,2410
765669560888528897,5647,1365
765395769549590528,28640,3791
765371061932261376,7709,2409
765222098633691136,12649,3787
764857477905154048,6971,1972
764259802650378240,6584,1702
763956972077010945,798,61
763837565564780549,13732,4679
763183847194451968,5903,1657
763167063695355904,0,3389
763103485927849985,7997,2542
762699858130116608,13262,4061
762471784394268675,12290,7320
762464539388485633,11270,4714
762316489655476224,5255,1261
762035686371364864,34791,17467
761976711479193600,5883,2256
761750502866649088,0,4419
761745352076779520,4636,956
761672994376806400,53856,32513
761599872357261312,4494,1310
761371037149827077,0,20009
761334018830917632,5679,1616
761292947749015552,4864,1230
761227390836215808,5780,1725
761004547850530816,12247,3856
760893934457552897,4154,1082
760656994973933572,7187,2150
760641137271070720,5380,1443
760539183865880579,8239,4052
760521673607086080,4599,1565
760290219849637889,29101,12816
760252756032651264,4276,965
760190180481531904,6205,2021
760153949710192640,0,37
759943073749200896,6461,2327
759923798737051648,15961,6349
759846353224826880,7298,2214
759793422261743616,6490,2128
759566828574212096,0,23670
759557299618865152,5103,1311
759447681597108224,9240,2740
759446261539934208,1813,548
759197388317847553,6590,2166
759159934323924993,0,1307
759099523532779520,15787,4681
759047813560868866,7081,2245
758854675097526272,3852,994
758828659922702336,12152,4266
758740312047005698,6225,1779
758474966123810816,4144,1102
758467244762497024,5223,2479
758405701903519748,5651,2142
758355060040593408,3725,1206
758099635764359168,20870,11231
758041019896193024,2946,422
757741869644341248,7476,3613
757729163776290825,0,9068
757725642876129280,4933,1362
757611664640446465,4946,1242
757597904299253760,0,324
757596066325864448,4733,1179
757400162377592832,16448,7588
757393109802180609,6333,1941
757354760399941633,4910,1586
756998049151549440,6802,2213
756939218950160384,7215,2232
756651752796094464,5509,1474
756526248105566208,11306,4049
756303284449767430,4288,1201
756288534030475264,45747,19406
756275833623502848,6993,1702
755955933503782912,7951,3202
755206590534418437,17855,5991
755110668769038337,23006,12327
754874841593970688,0,8944
754856583969079297,7454,2800
754747087846248448,2795,581
754482103782404096,5753,2161
754449512966619136,4079,819
754120377874386944,8501,2595
754011816964026368,9544,4010
753655901052166144,6338,2428
753420520834629632,8579,3979
753398408988139520,6277,2132
753375668877008896,8256,2588
753298634498793472,0,6435
753294487569522689,3696,1157
753039830821511168,40276,23339
753026973505581056,4219,1082
752932432744185856,13705,7587
752917284578922496,7446,1745
752701944171524096,0,3209
752682090207055872,6525,1788
752660715232722944,4787,1750
752568224206688256,6018,2543
752519690950500352,7988,3818
752334515931054080,4141,1229
752309394570878976,0,18545
752173152931807232,6449,2052
751950017322246144,3347,1036
751937170840121344,5664,1490
751830394383790080,6292,2167
751793661361422336,6354,3247
751598357617971201,8551,3358
751583847268179968,4786,1241
751538714308972544,5451,1404
751456908746354688,3472,1098
751251247299190784,13552,6529
751205363882532864,6829,2032
751132876104687617,5516,1446
750868782890057730,5195,1548
750719632563142656,14320,5601
750506206503038976,4828,1279
750429297815552001,14285,4809
750383411068534784,4914,1267
750381685133418496,744,35
750147208377409536,3346,1072
750132105863102464,3923,1402
750117059602808832,4666,1437
750101899009982464,3296,935
750086836815486976,2347,605
750071704093859840,8485,3713
750056684286914561,3383,986
750041628174217216,3436,686
750026558547456000,2935,873
750011400160841729,3509,1009
749996283729883136,3275,891
749981277374128128,5529,2716
749774190421639168,5027,1456
749417653287129088,6601,1857
749403093750648834,2837,607
749395845976588288,9310,3849
749317047558017024,5938,2454
749075273010798592,6239,2299
749064354620928000,5185,1677
749036806121881602,3354,868
748977405889503236,11615,3786
748932637671223296,6337,2497
748705597323898880,2990,1045
748699167502000129,5118,1768
748692773788876800,4584,1472
748575535303884801,6561,2207
748568946752774144,2365,748
748346686624440324,5638,1373
748337862848962560,8297,4578
748324050481647620,4005,847
748307329658011649,3968,792
748220828303695873,15255,8628
747963614829678593,6265,2389
747933425676525569,7172,2829
747885874273214464,3185,1093
747844099428986880,3030,823
747816857231626240,5240,1286
747651430853525504,1491,174
747648653817413632,13931,6461
747600769478692864,2506,603
747594051852075008,3976,1173
747512671126323200,6005,1751
747461612269887489,4180,1147
747439450712596480,5872,2137
747242308580548608,0,3186
747219827526344708,5694,1739
747204161125646336,3659,1012
747103485104099331,10351,4430
746906459439529985,3115,328
746872823977771008,6455,2370
746818907684614144,5707,1897
746790600704425984,5250,1767
746757706116112384,10287,4309
746726898085036033,6510,1982
746542875601690625,5427,2057
746521445350707200,0,1085
746507379341139972,5008,1195
746369468511756288,6511,1815
746131877086527488,7425,2439
746056683365994496,3827,909
745789745784041472,4356,1176
745712589599014916,7517,2572
745433870967832576,7660,2809
745422732645535745,9237,2699
745314880350101504,7711,3064
745074613265149952,8432,3879
745057283344719872,7794,2528
744995568523612160,3219,693
744971049620602880,8479,2965
744709971296780288,6031,1717
744334592493166593,7275,2368
744234799360020481,128680,77672
744223424764059648,1829,414
743980027717509120,4471,1204
743895849529389061,3926,1054
743835915802583040,0,2316
743609206067040256,4824,1519
743595368194129920,19888,7254
743545585370791937,3792,1040
743510151680958465,8499,4072
743253157753532416,4543,1332
743222593470234624,6668,2105
743210557239623680,4129,1507
742534281772302336,7582,3916
742528092657332225,4788,2192
742465774154047488,7795,4276
742423170473463808,10605,4205
742385895052087300,7318,2199
742161199639494656,4671,1512
742150209887731712,5546,1726
741793263812808706,4894,1663
741743634094141440,8781,3050
741438259667034112,3946,920
741303864243200000,9442,3562
741099773336379392,10782,6093
741067306818797568,10150,3417
740995100998766593,6891,3057
740711788199743490,3669,1031
740699697422163968,3050,860
740676976021798912,19505,7510
740373189193256964,37307,14677
740365076218183684,2666,481
740359016048689152,3550,943
740214038584557568,7194,2168
739979191639244800,21442,6536
739932936087216128,4359,1186
739844404073074688,4069,935
739623569819336705,4099,1503
739606147276148736,5796,1828
739544079319588864,42780,23670
739485634323156992,7749,3237
739238157791694849,73614,51102
738891149612572673,114,6
738885046782832640,4047,1252
738883359779196928,3594,893
738537504001953792,5475,1720
738402415918125056,3525,936
738184450748633089,4642,1331
738166403467907072,9446,3750
738156290900254721,2714,728
737826014890496000,5652,1955
737800304142471168,10734,3814
737678689543020544,5419,1470
